public,user_public,type,subject,excerpt_or_original_text,response_created_at,featured,featured_at,response_language,image
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","More day by day sketches: March 27 & 28 2020 Brooklyn, NY

Captions: Photo 1: Pot with Dried Basil

Photo 2: N. takes deep naps in the afternoons

We had stopped going out. Food was delivered. Days were blurry and we soft of drifted from doing one thing to another. It reminds me of Sleeping Beauty's kingdom -- when she fell asleep from pricking her finger on the poisoned spindle of the spinning wheel.

And during the course of the curse, the whole kingdom languished and fell asleep.",2020-12-22 22:56:11,true,2020-12-23 04:21:18.946884,en,PJP_1550_1_EN_week3_journal_1_ptext.jpg
true,true,photo_and_text,Additional Material,"March 29, 2020  Two sketches

Photo sketch #1: Caption: Brown bananas

Photo sketch #2:  Caption: Mask that I wear to go outside and grocery shop. 

Some outside shopping was necessary.  I drew the mask because I wanted to remember what these days were like, when I look back. ",2020-12-22 22:56:11,true,2021-01-12 20:01:12.867738,en,PJP_1550_1_EN_week3_journal_3_ptext.jpg
true,true,photo_and_text,What has changed most about the world since the pandemic began?,"What's changed for me and my relationship to the world during the pandemic?  I'm trying to train myself to look at things closely in a way I wouldn't if there weren't a pandemic.  

April 1, 2020: Photo 1 Sketch Caption: 

What we used to take for granted... Covid 19 Days: This head of broccoli with its curly-permed tips is always a staple but even more of a delicacy, now that it's hard to shop for food.  Food items are more unique, highlighted because they're hard to get. 

April 3, 2020 Photo 2 Sketch Caption:

Aloe plant has had a good windowsill winter...and ready to go outside soon.

Covid days",2020-12-29 23:42:33,true,2023-03-03 13:55:22.590178,en,PJP_1550_1_EN_week4_journal_2_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","April 5, 2020

1) Photo Sketch Caption: Palm Sunday.  Covid Days

2) Photo Sketch Caption:   My favorite wool scarf was eaten by moths.   Covid 19 Days",2021-01-06 16:36:08,true,2021-01-08 02:45:03.546824,en,PJP_1550_1_EN_week5_journal_1_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","April 16, 2020. Photo sketch #1: <strong> Glasses -- Caption: Covid days.</strong>

<strong> This is a nervous sketch.</strong> I sketched this while on an audio webinar with Common Cause NY, as we learned what measures Congress needed to take to give relief to Americans who had lost their jobs because of Covid. Plus, the Trump Regime was withholding medical supplies needed to treat Covid. Forcing states to bid on critical supplies.

April 20, 2020. Photo sketch #2: <strong> Caption: Chives kept inside until it's warmer outside. Covid days.</strong>

Again, I was listening to the Pandemic Crisis steps that Congress needed to make. <strong>Sketching stuff was a way to cope with the fact that it felt like we were being abandoned. We were being abandoned.</strong>",2021-01-13 16:16:13,true,2021-01-15 03:23:37.657261,en,PJP_1550_1_EN_week6_journal_1_ptext.jpg
true,true,photo_and_text,"For many people, the pandemic put travel plans on pause. What about you? Are you traveling, or planning to travel, again? If so, when, where, and under what conditions?","<strong> Since my husband is undergoing cancer treatments, and is awaiting (hopefully) a chance to get a second booster, we're not traveling in person.</strong>

<strong> Instead, we've established a pandemic-induced routine of reading aloud to each other</strong>. We've explored China at the time of Mao's Revolution, explored Orwell's British countryside and home, and are about to go to Chicago's World Fair via Erik Larson.

<strong> We treasure this daily ritual, and it's something we wouldn't have thought of doing, were it not for the pandemic.</strong>",2022-01-26 15:46:38,true,2022-02-04 15:45:13.229084,en,PJP_1550_1_EN_week60_journal_2_ptext.jpg
true,true,photo_and_text,Additional Material,"July 21, 2020

Photo Sketch 1: Caption: I usually find books on the curb that people are giving away and I put books on the curb for people to take.    Covid days.

September 15, 2020. 

Photo Sketch 2: Caption: Covid and creeping Fascism...  Keeping my head in a quiet creative space is like balancing a tender egg on a spoon as I walk through a burning world...",2021-01-20 16:12:27,true,2021-01-20 20:27:22.91085,en,PJP_1550_1_EN_week7_journal_3_ptext.jpg
true,true,photo_and_text,"How is the coronavirus pandemic affecting your life right now? Tell us about your experiences, feelings, and thoughts.","October 19, 2020

Photo sketch 1:  Caption: Covid days   Corn muffin in silver paper.  These were plain but good with jam.

Photo sketch 2:  Caption: I will find peace and acceptance in this moment.   Covid days",2021-01-26 21:40:42,true,2021-02-16 07:44:52.939395,en,PJP_1550_1_EN_week8_journal_1_ptext.jpg
true,true,photo_and_text,Additional Material,"November 11, 2020

Photo Sketch 1:   Caption: Covid days.  Thought bubble:  Am I spiritually paralyzed?   Me today. Little sleep. Searching for Bliss always as the rain beats down.

Photo Sketch 2:  Caption: Covid days.  Relief Biden win.  Protect the vote.  Pentagon shakeup. Anxiety: Thrusts of energy from grassroots hustling. More phonebanking...Georgia.  The largest social movement in history BLM.

(After note:  As I look at these sketches now (Jan. 26, 2021), I'm reminded how I grew up in a culture that always emphasized strength and overcoming difficulties --- but I was falling apart in these sketches.  I thought that was important to sketch.  I want these recordings to be truthful, and not distorted by ""how we should handle"" multiple crisis.   I was exhausted.)",2021-01-26 21:40:42,true,2021-02-05 04:40:32.910647,en,PJP_1550_1_EN_week8_journal_3_ptext.jpg
true,true,photo_and_text,Additional Material,"December 10, 2020

Sketch photo 1: Caption: Covid days. To not let my reading slide -<strong> I plan to read this tomorrow (Sophocles' Antigone) and to take notes with post its.</strong> But M. and I did complete last touches on my tutoring website. I want to get lost in a book again.

Sketch photo 2: We stay in. Order from Fresh Direct. I take<strong> quick jaunts to stores for necessities.</strong> Record breaking deaths from Covid. New death numbers each day. 300,000 lives so far.

Unlike so much --<strong> Covid is ""not fast moving content.""</strong>",2021-02-02 22:36:17,true,2021-02-07 14:55:01.230178,en,PJP_1550_1_EN_week9_journal_3_ptext.jpg
true,true,photo_and_text,"Talk about your current living situation. Has anything changed during the pandemic (for example, where you're living, who you're living with, etc.).
","<strong> I am lucky enough to be living in a house with some of my best friends while doing online classes.</strong> It is the only semi normal thing that I've been afforded (or afforded myself) in this pandemic.<strong> I bought myself a [Nintendo] switch as a reward for surviving last srmester- my hardest, most depressed I've ever been.</strong> I am happy to be able to say I made it through last semester to be able to experience this one where I get to play animal crossing with my roommates.",2021-01-29 23:10:57,true,2021-02-05 04:37:50.495917,en,PJP_1555_1_EN_week7_journal_2_ptext.jpg
